word,label,formality
爱_v,1,0.5893703856582154
爱好_v,1,0.6236611911951264
八_m,1,0.6064701988914131
爸爸_n,1,0.5202738910850443
爸_n,1,0.5437830300965377
吧_u,1,0.5916521320160907
白天_n,1,0.421254434762056
百_m,1,0.6050951905296519
班_n,1,0.5208869225139041
半_m,1,0.5933222174088445
帮_v,1,0.5849845327809049
帮忙_v,1,0.611739880263357
包_v,1,0.6322734489692903
包子_n,1,0.5284259909587208
杯_n,1,0.536015669285949
杯子_n,1,0.5284259909587208
北_nd,1,0.6205119804991789
北边_nd,1,0.5223257567473591
本子_n,1,0.430258592830877
比_v,1,0.5787556298273183
别人_r,1,0.588599758487242
病_n,1,0.5508403011205703
病人_n,1,0.5494420328639293
不_d,1,0.6000720769344279
不对_a,1,0.6835077464359928
不用_d,1,0.5948367462089655
菜_n,1,0.5487934644906033
茶_n,1,0.5659028695366792
差_v,1,0.6069752109888195
常_d,1,0.6335942359121887
常常_d,1,0.641621613081271
唱_v,1,0.6017074151551864
车_n,1,0.5208869225139041
车站_n,1,0.5668224649567546
吃_v,1,0.5960056213902253
吃饭_v,1,0.5941350549327531
出_v,1,0.6017074151551864
出来_v,1,0.5835202991018561
出去_v,1,0.5897492020554426
穿_v,1,0.5960056213902253
床_n,1,0.5413373779226247
从_p,1,0.5990240111738057
错_v,1,0.5787556298273183
打车_v,1,0.5075296787101609
打开_v,1,0.6127840427497788
大_n,1,0.4618405793538132
大学_n,1,0.5516585477247985
大学生_n,1,0.3583461760125434
到_v,1,0.5960056213902253
得到_v,1,0.619978136080466
的_n,1,0.4556091442637562
地_n,1,0.5508403011205703
地点_n,1,0.5503207139351701
地方_n,4,0.52922218835842
地图_n,1,0.5518100747589298
弟弟_n,1,0.5499467207216627
弟_n,1,0.536015669285949
点_n,1,0.5487934644906033
电_n,1,0.5542671886588287
电话_n,1,0.5222140917884418
电脑_n,1,0.5267450865128971
电视_n,1,0.5503207139351701
电视机_n,1,0.3672488574021684
电影_n,1,0.5267450865128971
电影院_n,1,0.342717862677713
东_nd,1,0.6205119804991789
东边_nd,1,0.5249587982140713
东西_n,1,0.5202738910850443
动_v,1,0.5893703856582154
动作_n,1,0.52922218835842
都_n,1,0.4651403478937655
读_v,1,0.5849845327809049
读书_v,1,0.600770290664763
对不起_v,1,0.4328909255807559
多少_r,1,0.588599758487242
饿_a,1,0.5243143234811878
儿子_n,1,0.5222140917884418
二_m,1,0.6064701988914131
饭_n,1,0.5487934644906033
饭店_n,1,0.5620128357244486
房间_n,1,0.5424906341536841
房子_n,1,0.5202738910850443
放_v,1,0.6017074151551864
放假_v,1,0.6256815320417454
放学_v,1,0.5987655462181354
飞_v,1,0.5960056213902253
飞机_n,1,0.52922218835842
风_n,1,0.5360983420535462
干_v,1,0.5893703856582154
干净_a,1,0.6725267753073838
高_a,1,0.6149251662629827
高兴_a,1,0.6139880417725592
告诉_v,1,0.5916175294575778
哥哥_n,1,0.5499467207216627
哥_n,1,0.5270988216841831
歌_n,1,0.5254179172383594
个_q,1,0.5864486541904537
给_v,1,0.5893703856582154
跟_n,1,0.4286714423575879
工人_n,1,0.5851996148788562
工作_v,1,0.6295854075894668
贵_a,1,0.6092233724980215
国_n,1,0.551480929116844
国家_n,1,0.5494420328639293
过_u,2,0.5916521320160907
还_v,1,0.6322734489692903
还是_d,1,0.5948367462089655
孩子_n,1,0.5178282389111313
