word,label,formality
爱_v,1,0.3654310083620338
爱好_v,1,0.380683363304775
八_m,1,0.3829119659517253
爸爸_n,1,0.3141880825465903
爸_n,1,0.3291140148340236
吧_u,1,0.3615591631643925
白天_n,1,0.2535966272983465
百_m,1,0.5105598475555753
班_n,1,0.3644318369819915
半_m,1,0.3750861716957512
帮_v,1,0.3523935948905444
帮忙_v,1,0.3683353681135916
包_v,1,0.4156895709265771
包子_n,1,0.318631080744239
杯_n,1,0.3616522209833867
杯子_n,1,0.3285295813339801
北_nd,1,0.4712981714633253
北边_nd,1,0.3288593224557884
本子_n,1,0.2593376353015403
比_v,1,0.3664272390809274
别人_r,1,0.3570591618795027
病_n,1,0.3423677205555905
病人_n,1,0.3335790350443703
不_d,1,0.387429549823779
不对_a,1,0.4119685847065188
不用_d,1,0.3620283938213948
菜_n,1,0.3310975140529547
茶_n,1,0.3566485447969135
差_v,1,0.3979691619021405
常_d,1,0.398742691492516
常常_d,1,0.409877747427141
唱_v,1,0.3654848612053372
车_n,1,0.3958261029755904
车站_n,1,0.3630738885566266
吃_v,1,0.3593086408286687
吃饭_v,1,0.3580075892717544
出_v,1,0.3741562448618496
出来_v,1,0.3516237583359412
出去_v,1,0.3545411639967653
穿_v,1,0.3653281948811676
床_n,1,0.3371671573138087
从_p,1,0.3991413176165705
错_v,1,0.3525026843907357
打车_v,1,0.3096998429572832
打开_v,1,0.3755093381440926
大_n,1,0.2900389284445796
大学_n,1,0.3465725818649212
大学生_n,1,0.2221551729026737
到_v,1,0.3810653028861197
得到_v,1,0.3835155126843005
的_n,1,0.3316581819011318
地_n,1,0.3705487265833601
地点_n,1,0.3360548816996545
地方_n,4,0.3216887355549524
地图_n,1,0.3363405366499631
弟弟_n,1,0.3359764855526195
弟_n,1,0.4089935961663007
点_n,1,0.3327354531455675
电_n,1,0.3381370458864954
电话_n,1,0.3209030619581224
电脑_n,1,0.3227937214432381
电视_n,1,0.3375719130936185
电视机_n,1,0.226677174044719
电影_n,1,0.3198729430287677
电影院_n,1,0.2086029662932971
东_nd,1,0.5158654968701144
东边_nd,1,0.3260801948476398
东西_n,1,0.3141834298962904
动_v,1,0.3800419497734451
动作_n,1,0.3194601288507424
都_n,1,0.2932082291620942
读_v,1,0.421464720245573
读书_v,1,0.3983205070955367
对不起_v,1,0.264410050145941
多少_r,1,0.3772993899043981
饿_a,1,0.3259640907329492
儿子_n,1,0.3217225798940843
二_m,1,0.3990055443267262
饭_n,1,0.3392413975973368
饭店_n,1,0.3408531576276145
房间_n,1,0.3269119264681873
房子_n,1,0.3150092605287753
放_v,1,0.3637778833867486
放假_v,1,0.3768205853879992
放学_v,1,0.3672758112354375
飞_v,1,0.3648883474687783
飞机_n,1,0.3236097280871364
风_n,1,0.4773189608021196
干_v,1,0.357043298944207
干净_a,1,0.4074576778108078
高_a,1,0.4565978090494834
高兴_a,1,0.3695629950613053
告诉_v,1,0.3675534138987373
哥哥_n,1,0.3367563129338993
哥_n,1,0.3302571008466571
歌_n,1,0.3210384206527965
个_q,1,0.3615926267732628
给_v,1,0.3610331857437535
跟_n,1,0.2618740257578625
工人_n,1,0.3525821310818302
工作_v,1,0.3801989846724427
贵_a,1,0.3951670784550428
国_n,1,0.4008275505386025
国家_n,1,0.3724674411395602
过_u,2,0.3674332467956993
还_v,1,0.392970600638083
还是_d,1,0.3705404319695434
孩子_n,1,0.3134389584924798
汉语_nz,1,0.3963661246010635
汉字_nz,1,0.3995908818245006
行_v,3,0.5411613945814044
好看_a,1,0.3699578691301887
好听_a,1,0.3867437409631221
好玩儿_a,1,0.2181845433798057
号_n,1,0.375042201553635
喝_v,1,0.3567754170350805
和_q,1,0.3237990759189721
很_d,1,0.3651247191071249
后_nd,1,0.4081981316581627
后边_nd,1,0.3068101601739189
后天_nt,1,0.3766665092385673
话_n,1,0.3177885923438717
坏_a,1,0.3681008199016133
回答_v,1,0.4067263742212786
回来_v,1,0.3612047735726286
回去_v,1,0.3814566122072899
火车_n,1,0.3327147195926531
机场_n,1,0.3413249845610821
几_r,1,0.3698057478511607
记_v,1,0.4019144410539571
记得_v,1,0.3643371950160706
家_n,1,0.331330472443327
家人_n,1,0.3232846475452678
间_v,1,0.4703132818707113
见面_v,1,0.3933464470414199
觉得_v,1,0.3757861956550704
教_v,1,0.3693565883869876
姐姐_n,1,0.3376425764578831
姐_n,1,0.3386907520108349
介绍_v,1,0.3883208252230543
今年_nt,1,0.3702979062605642
今天_nt,1,0.3591135125033173
进_v,1,0.3712026653912696
进来_v,1,0.3744715297165421
进去_v,1,0.3682835520747753
九_m,1,0.4078910909363965
就_v,1,0.314216006876143
开_v,1,0.3563863577256517
开车_v,1,0.3657229125716872
开会_v,1,0.373287326437823
看_v,6,0.3611344781818176
看病_v,1,0.3917834884253035
看见_v,1,0.3569301378080373
考_n,1,0.4146558547685414
考试_v,1,0.3739890424525748
渴_a,1,0.3698222452172099
课_v,1,0.3178995490981657
课本_n,1,0.3257667477074301
课文_n,1,0.2792225111856417
口_n,1,0.347241112523819
块_n,1,0.3483503773970367
快_a,1,0.3711825749944482
来_v,1,0.3966318101085555
老人_n,1,0.3547166278189924
老师_n,1,0.3367270622805845
了_v,3,0.3646574732346376
累_a,1,0.4139197064695657
冷_a,1,0.4193047657239275
里_nd,1,0.3779878259960681
里边_n,1,0.3006082796113684
零_a,1,0.3795050755976052
六_nt,1,0.3610485950533327
楼_n,1,0.4075085916308045
路_n,1,0.3794491460977617
路口_n,1,0.3406069496352867
路上_nl,1,0.3718869185463606
